Console,GameName,Review,Score,Score_Category
NS,Octopath Traveler Review: Divide And Conquer,Great,8,Great (8-8.9)
PC,Octopath Traveler Review: Divide And Conquer,Great,8,Great (8-8.9)
3DS,Persona Q2 Review - You Oughta Be In Pictures,Good,7,Good (7-7.9)
PC,Observation Review - Space Madness,Great,8,Great (8-8.9)
PS4,Observation Review - Space Madness,Great,8,Great (8-8.9)
PS4,Dauntless Review - Whole New World,Good,7,Good (7-7.9)
PC,Dauntless Review - Whole New World,Good,7,Good (7-7.9)
PC,Void Bastards Review - Genres Collide,Great,8,Great (8-8.9)
PS4,Trover Saves The Universe Review - Couch Potatoes,Good,7,Good (7-7.9)
PS4,Blood and Truth Review - On The Move,Good,7,Good (7-7.9)
PC,Pathologic 2 Review - The Big Sick,Mediocre,5,Mediocre (5-5.9)
XONE,Pathologic 2 Review - The Big Sick,Mediocre,5,Mediocre (5-5.9)
PC,Anno 1800 Review - The Prettiest Spreadsheet,Good,7,Good (7-7.9)
PC,Mortal Kombat 11 Review - The Right Fight,Superb,9,Excellent (9-10)
XONE,Mortal Kombat 11 Review - The Right Fight,Superb,9,Excellent (9-10)
PS4,Mortal Kombat 11 Review - The Right Fight,Superb,9,Excellent (9-10)
NS,Mortal Kombat 11 Review - The Right Fight,Superb,9,Excellent (9-10)
PC,Total War: Three Kingdoms Review - The New Romantics,Great,8,Great (8-8.9)
NS,Travis Strikes Again: No More Heroes Review - Short On Heroics,Fair,6,Fair (6-6.9)
PS4,A Plague Tale: Innocence Review - Of Rats And Children,Great,8,Great (8-8.9)
XONE,A Plague Tale: Innocence Review - Of Rats And Children,Great,8,Great (8-8.9)
PC,A Plague Tale: Innocence Review - Of Rats And Children,Great,8,Great (8-8.9)
XONE,Layers of Fear 2 Review - Ghost Ship,Mediocre,5,Mediocre (5-5.9)
PS4,Everybody's Golf VR Review - A Short Date To The Golf Course,Fair,6,Fair (6-6.9)
XONE,Team Sonic Racing Review - Gotta Go-Kart Fast,Good,7,Good (7-7.9)
PS4,Team Sonic Racing Review - Gotta Go-Kart Fast,Good,7,Good (7-7.9)
PC,Metro Exodus Review - Brand New Days,Great,8,Great (8-8.9)
PS4,Metro Exodus Review - Brand New Days,Great,8,Great (8-8.9)
PC,Whispers of a Machine Review - Hushed Greatness,Good,7,Good (7-7.9)
PS4,"Darkwood Review - Welcome To The Forest, Meat",Superb,9,Excellent (9-10)
PC,Rage 2 Review - Wasted Land,Fair,6,Fair (6-6.9)
PS4,Life Is Strange 2: Episode 3 Review - Choosing Sides,Great,8,Great (8-8.9)
PC,Life Is Strange 2: Episode 3 Review - Choosing Sides,Great,8,Great (8-8.9)
XONE,Life Is Strange 2: Episode 3 Review - Choosing Sides,Great,8,Great (8-8.9)
PC,World War Z Review - Zombie Zeitgeist,Fair,6,Fair (6-6.9)
XONE,Giga Wrecker Alt Review - Hunk Of Junk,Poor,4,Poor (4-4.9)
PS4,Yakuza Kiwami 2 Review - Like A Tiger,Great,8,Great (8-8.9)
PS4,"Days Gone Review - Farewell, Oregon",Mediocre,5,Mediocre (5-5.9)
NS,BoxBoy! + BoxGirl! Review - Hip To Be Square,Good,7,Good (7-7.9)
NS,SteamWorld Quest Review - Letting Off Some Steam,Good,7,Good (7-7.9)
PC,Katana Zero Review - Slow-Motion For Me,Great,8,Great (8-8.9)
XONE,Cuphead Review - Rise To The Challenge,Great,8,Great (8-8.9)
PC,Cuphead Review - Rise To The Challenge,Great,8,Great (8-8.9)
NS,Cuphead Review - Rise To The Challenge,Great,8,Great (8-8.9)
PS4,Falcon Age Review - High Flying,Great,8,Great (8-8.9)
PC,Pathway Review - Pulp Friction,Fair,6,Fair (6-6.9)
PC,Heaven's Vault Review - Come Sail Away,Fair,6,Fair (6-6.9)
PS4,Heaven's Vault Review - Come Sail Away,Fair,6,Fair (6-6.9)
PS4,My Time At Portia Review - Crop Circles,Fair,6,Fair (6-6.9)
XONE,My Time At Portia Review - Crop Circles,Fair,6,Fair (6-6.9)
NS,My Time At Portia Review - Crop Circles,Fair,6,Fair (6-6.9)
PC,My Time At Portia Review - Crop Circles,Fair,6,Fair (6-6.9)
PS4,Hellblade: Senua's Sacrifice Review - The Power Of Empathy,Great,8,Great (8-8.9)
PC,Hellblade: Senua's Sacrifice Review - The Power Of Empathy,Great,8,Great (8-8.9)
XONE,Hellblade: Senua's Sacrifice Review - The Power Of Empathy,Great,8,Great (8-8.9)
NS,Hellblade: Senua's Sacrifice Review - The Power Of Empathy,Great,8,Great (8-8.9)
PS4,Zanki Zero: Last Beginning Review - Attack Of The Clones,Fair,6,Fair (6-6.9)
PS4,MLB The Show 19 Review - Bases Loaded,Superb,9,Excellent (9-10)
PC,Tropico 6 Review - World Stage,Great,8,Great (8-8.9)
PC,The Division 2 Review - National Treasure,Superb,9,Excellent (9-10)
XONE,The Division 2 Review - National Treasure,Superb,9,Excellent (9-10)
PS4,The Division 2 Review - National Treasure,Superb,9,Excellent (9-10)
PC,The World Next Door Review - Anime Angst,Fair,6,Fair (6-6.9)
PC,"Operencia: The Stolen Sun Review - A Journey Far, Far Away",Great,8,Great (8-8.9)
PS4,Sekiro: Shadows Die Twice Review - Steel Yourself,Superb,9,Excellent (9-10)
PC,The Walking Dead: The Final Season Episode 4 Review,Superb,9,Excellent (9-10)
NS,Yoshi's Crafted World Review - Imagination,Great,8,Great (8-8.9)
PC,Hypnospace Outlaw Review - Weird World Web,Great,8,Great (8-8.9)
PC,Baba is You Review - Game-Changer,Good,7,Good (7-7.9)
NS,Baba is You Review - Game-Changer,Good,7,Good (7-7.9)
PC,Ethereal Review - Stay In Your Lane,Good,7,Good (7-7.9)
PS4,Left Alive Review - No Will To Survive,Bad,3,Bad (3-3.9)
PC,Objects In Space Review - Adrift,Great,8,Great (8-8.9)
XONE,Devil May Cry 5 Review - From Zero To Nero,Superb,9,Excellent (9-10)
PS4,ToeJam & Earl: Back In The Groove Review - The Funk-Soul Brothers,Mediocre,5,Mediocre (5-5.9)
NS,Assault Android Cactus+ Review - Robots Rock,Superb,9,Excellent (9-10)
PC,Ape Out Review - Guerrilla Gorilla,Good,7,Good (7-7.9)
NS,Ape Out Review - Guerrilla Gorilla,Good,7,Good (7-7.9)
3DS,Kirby's Extra Epic Yarn Review - All Stitched Up,Superb,9,Excellent (9-10)
PS4,Dead Or Alive 6 Review - Combat Ready,Good,7,Good (7-7.9)
PC,The Occupation Review - On The Clock,Great,8,Great (8-8.9)
XONE,The Occupation Review - On The Clock,Great,8,Great (8-8.9)
PS4,The Occupation Review - On The Clock,Great,8,Great (8-8.9)
XONE,Far Cry: New Dawn Review - Duct Tape Apocalypse,Fair,6,Fair (6-6.9)
PC,Far Cry: New Dawn Review - Duct Tape Apocalypse,Fair,6,Fair (6-6.9)
PS4,Far Cry: New Dawn Review - Duct Tape Apocalypse,Fair,6,Fair (6-6.9)
PC,Civilization 6: Gathering Storm Review - Weather The Storm,Superb,9,Excellent (9-10)
PC,Eastshade Review - A Brush With Nature,Superb,9,Excellent (9-10)
PS4,Trials Rising Review - It's A Gas,Good,7,Good (7-7.9)
PC,Devotion Review - House Of Horrors,Superb,9,Excellent (9-10)
PC,Anthem Review - Two Halves,Fair,6,Fair (6-6.9)
XONE,Anthem Review - Two Halves,Fair,6,Fair (6-6.9)
PS4,Anthem Review - Two Halves,Fair,6,Fair (6-6.9)
NS,Tetris 99 Review - Embrace The Chaos,Great,8,Great (8-8.9)
XONE,Crackdown 3 Review - Man Of Steel,Mediocre,5,Mediocre (5-5.9)
PC,Jump Force Review - Shonen Through And Through,Good,7,Good (7-7.9)
XONE,Jump Force Review - Shonen Through And Through,Good,7,Good (7-7.9)
PS4,Jump Force Review - Shonen Through And Through,Good,7,Good (7-7.9)
3DS,Yo-kai Watch 3 Review - Tokyo To Texas,Fair,6,Fair (6-6.9)
PS4,Yakuza Kiwami Review - Back In Action,Great,8,Great (8-8.9)
PC,Yakuza Kiwami Review - Back In Action,Great,8,Great (8-8.9)
PS4,God Eater 3 Review - Aragami Hunter,Fair,6,Fair (6-6.9)
PC,God Eater 3 Review - Aragami Hunter,Fair,6,Fair (6-6.9)
PC,Astroneer Review - New Frontiers,Fair,6,Fair (6-6.9)
NS,Dragon Marked for Death Review - Dates With Death,Good,7,Good (7-7.9)
PC,Sunless Skies Review - British Steam Power,Great,8,Great (8-8.9)
NS,Wargroove Review - The Doggos Of War,Great,8,Great (8-8.9)
3DS,Etrian Odyssey Nexus Review - Where All Paths Cross,Great,8,Great (8-8.9)
PC,Jon Shafer's At The Gates Review - Fertile Soil,Good,7,Good (7-7.9)
PS4,The Hong Kong Massacre Review - I Know Gun-Fu,Good,7,Good (7-7.9)
PC,The Hong Kong Massacre Review - I Know Gun-Fu,Good,7,Good (7-7.9)
PC,Downwell Review - Polished Boots,Great,8,Great (8-8.9)
PS4,Downwell Review - Polished Boots,Great,8,Great (8-8.9)
NS,Downwell Review - Polished Boots,Great,8,Great (8-8.9)
PC,Mage's Initiation: Reign Of The Elements Review - VGA Heyday,Fair,6,Fair (6-6.9)
XONE,"Kingdom Hearts 3 Review - Clear Eyes, Full Hearts",Great,8,Great (8-8.9)
PS4,"Kingdom Hearts 3 Review - Clear Eyes, Full Hearts",Great,8,Great (8-8.9)
PC,Pikuniku Review - Delicious Morsel,Great,8,Great (8-8.9)
NS,Pikuniku Review - Delicious Morsel,Great,8,Great (8-8.9)
XONE,Genesis Alpha One Review - Drifting Without Direction,Poor,4,Poor (4-4.9)
XONE,Resident Evil 2 Review - RE-vived Nightmares,Superb,9,Excellent (9-10)
PC,Resident Evil 2 Review - RE-vived Nightmares,Superb,9,Excellent (9-10)
PS4,Resident Evil 2 Review - RE-vived Nightmares,Superb,9,Excellent (9-10)
PS4,Life Is Strange 2: Episode 2 Review - With Great Power,Great,8,Great (8-8.9)
XONE,Life Is Strange 2: Episode 2 Review - With Great Power,Great,8,Great (8-8.9)
PC,Life Is Strange 2: Episode 2 Review - With Great Power,Great,8,Great (8-8.9)
3DS,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey Review,Great,8,Great (8-8.9)
PS4,The Walking Dead: The Final Season Episode 3 Review,Great,8,Great (8-8.9)
PS4,YIIK: A Postmodern RPG Review - A Bit More Hipster,Mediocre,5,Mediocre (5-5.9)
NS,Double Cross Review - Combat Woes,Fair,6,Fair (6-6.9)
PS4,Vane Review - In Vain,Mediocre,5,Mediocre (5-5.9)
PC,The Eternal Castle Remastered Review - Vivid Flashbacks,Great,8,Great (8-8.9)
NS,"New Super Mario Bros. U Deluxe Review - It's-A-Me, Again!",Good,7,Good (7-7.9)
XONE,Below Review - Deep Down,Fair,6,Fair (6-6.9)
PC,Below Review - Deep Down,Fair,6,Fair (6-6.9)
NS,"Bury Me, My Love Review - Trials And Tribulations",Great,8,Great (8-8.9)
NS,Battle Princess Madelyn Review - Halfway There,Fair,6,Fair (6-6.9)
NS,Super Smash Bros. Ultimate Review - Me And You And Everyone We Know,Superb,9,Excellent (9-10)
PC,Gris Review - Seeing In Color,Superb,9,Excellent (9-10)
PC,Monster Boy And The Cursed Kingdom Review - Fit For A King,Great,8,Great (8-8.9)
XONE,Monster Boy And The Cursed Kingdom Review - Fit For A King,Great,8,Great (8-8.9)
PS4,Monster Boy And The Cursed Kingdom Review - Fit For A King,Great,8,Great (8-8.9)
NS,Monster Boy And The Cursed Kingdom Review - Fit For A King,Great,8,Great (8-8.9)
PC,Thronebreaker: The Witcher Tales Review - Queen Of Hearts,Superb,9,Excellent (9-10)
PS4,Thronebreaker: The Witcher Tales Review - Queen Of Hearts,Superb,9,Excellent (9-10)
PC,Desert Child Review - Burning Fuel,Mediocre,5,Mediocre (5-5.9)
PS4,Desert Child Review - Burning Fuel,Mediocre,5,Mediocre (5-5.9)
XONE,Desert Child Review - Burning Fuel,Mediocre,5,Mediocre (5-5.9)
NS,Desert Child Review - Burning Fuel,Mediocre,5,Mediocre (5-5.9)
PS4,Earth Defense Force 5 Review - Another Bug Hunt,Great,8,Great (8-8.9)
XONE,Ashen Review - Relationship Souls,Superb,9,Excellent (9-10)
PC,Ashen Review - Relationship Souls,Superb,9,Excellent (9-10)
PC,Artifact Review - Play Your Cards Right,Great,8,Great (8-8.9)
PC,Just Cause 4 Review - Mildly Wild Ride,Fair,6,Fair (6-6.9)
PS4,Big Bash Boom Review: Stiff Wickets,Mediocre,5,Mediocre (5-5.9)
PC,Cosmic Top Secret Review - Declassified,Good,7,Good (7-7.9)
PS4,Darksiders 3 Review - Soils-Like,Poor,4,Poor (4-4.9)
PS4,Persona 5: Dancing In Starlight Review - The Shujin Shuffle,Great,8,Great (8-8.9)
PS4,Persona 3: Dancing In Moonlight Review - A Spotlight In The Dark Hour,Superb,9,Excellent (9-10)
PS4,Beat Saber Review - Bass-Boosted,Great,8,Great (8-8.9)
PC,Nidhogg 2 Review - En Garde,Good,7,Good (7-7.9)
PS4,Nidhogg 2 Review - En Garde,Good,7,Good (7-7.9)
NS,Nidhogg 2 Review - En Garde,Good,7,Good (7-7.9)
PS4,Hitman 2 Review - A Boy And His Briefcase,Great,8,Great (8-8.9)
PC,Hitman 2 Review - A Boy And His Briefcase,Great,8,Great (8-8.9)
XONE,Hitman 2 Review - A Boy And His Briefcase,Great,8,Great (8-8.9)
PC,Fallout 76 Review - No Humans Allowed,Poor,4,Poor (4-4.9)
PS4,Fallout 76 Review - No Humans Allowed,Poor,4,Poor (4-4.9)
XONE,Fallout 76 Review - No Humans Allowed,Poor,4,Poor (4-4.9)
PC,Underworld Ascendant Review: Going Under,Terrible,2,Terrible (2-2.9)
NS,Taiko no Tatsujin: Drum 'n' Fun / Drum Session Review - Rhythm Party,Good,7,Good (7-7.9)
PC,Battlefield 5 Review - Breaking Through The Front Lines,Great,8,Great (8-8.9)
NS,Pokemon Let's Go Pikachu And Let's Go Eevee Review,Great,8,Great (8-8.9)
NS,Pokemon Let's Go Pikachu And Let's Go Eevee Review,Great,8,Great (8-8.9)
PC,Overkill's The Walking Dead Review - DOA,Bad,3,Bad (3-3.9)
PS4,Spyro Reignited Trilogy Review - Fan The Flames,Great,8,Great (8-8.9)
PS4,11-11: Memories Retold Review - Modernist Warfare,Good,7,Good (7-7.9)
XONE,11-11: Memories Retold Review - Modernist Warfare,Good,7,Good (7-7.9)
PC,11-11: Memories Retold Review - Modernist Warfare,Good,7,Good (7-7.9)
XONE,Full Metal Furies Review - Puzzle-Brawler,Great,8,Great (8-8.9)
NS,Full Metal Furies Review - Puzzle-Brawler,Great,8,Great (8-8.9)
PC,Sinner: Sacrifice for Redemption Review - Trials and Tribulations,Fair,6,Fair (6-6.9)
PS4,Sinner: Sacrifice for Redemption Review - Trials and Tribulations,Fair,6,Fair (6-6.9)
XONE,Sinner: Sacrifice for Redemption Review - Trials and Tribulations,Fair,6,Fair (6-6.9)
NS,Sinner: Sacrifice for Redemption Review - Trials and Tribulations,Fair,6,Fair (6-6.9)
PS4,The Quiet Man Review - Silence Is Not Golden,Terrible,2,Terrible (2-2.9)
PC,Cities: Skylines - Industries Review - The Up And Up,Good,7,Good (7-7.9)
NS,SNK 40th Anniversary Collection Review - It Belongs In A Museum,Great,8,Great (8-8.9)
PS4,Deracine Review - Elementary,Mediocre,5,Mediocre (5-5.9)
PC,Football Manager 2019 Review - A Winning Strategy,Great,8,Great (8-8.9)
PC,Call Of Cthulhu Review - Squid Logic,Mediocre,5,Mediocre (5-5.9)
PS4,Call Of Cthulhu Review - Squid Logic,Mediocre,5,Mediocre (5-5.9)
XONE,Call Of Cthulhu Review - Squid Logic,Mediocre,5,Mediocre (5-5.9)
NS,Diablo 3: Eternal Collection Switch Review - Better With Age,Superb,9,Excellent (9-10)
PC,Gwent Review - Heart Of The Cards,Great,8,Great (8-8.9)
NS,Black Bird Review - Featherweight,Mediocre,5,Mediocre (5-5.9)
PC,Transistor Review,Great,8,Great (8-8.9)
PS4,Transistor Review,Great,8,Great (8-8.9)
NS,Transistor Review,Great,8,Great (8-8.9)
PS4,My Hero One's Justice Review - In Their Own Quirky Ways,Fair,6,Fair (6-6.9)
XONE,My Hero One's Justice Review - In Their Own Quirky Ways,Fair,6,Fair (6-6.9)
PS4,WWE 2K19 Review: A Step In The Right Direction,Good,7,Good (7-7.9)
PC,Return Of The Obra Dinn Review: The Good Ship,Superb,9,Excellent (9-10)
MAC,Return Of The Obra Dinn Review: The Good Ship,Superb,9,Excellent (9-10)
XONE,NBA 2K Playgrounds 2 Review - Ball Another Day,Mediocre,5,Mediocre (5-5.9)
PS4,"Call Of Duty: Black Ops 4 Review - Zombies, Blackout, Multiplayer",Great,8,Great (8-8.9)
AND,Reigns: Game Of Thrones Review: A Westerosi Romp,Great,8,Great (8-8.9)
IOS,Reigns: Game Of Thrones Review: A Westerosi Romp,Great,8,Great (8-8.9)
PC,SoulCalibur 6 Review - The New Legend,Great,8,Great (8-8.9)
XONE,SoulCalibur 6 Review - The New Legend,Great,8,Great (8-8.9)
PS4,SoulCalibur 6 Review - The New Legend,Great,8,Great (8-8.9)
PS4,Lego DC Super-Villains Review: Mediocre Mischief-Makers,Mediocre,5,Mediocre (5-5.9)
NS,Dark Souls Remastered Switch Review: A Very Special Revisit,Great,8,Great (8-8.9)
NS,Dark Souls Remastered Switch Review: A Very Special Revisit,Great,8,Great (8-8.9)
NS,Starlink: Battle for Atlas Review - Endless Space,Good,7,Good (7-7.9)
XONE,Starlink: Battle for Atlas Review - Endless Space,Good,7,Good (7-7.9)
PS4,Starlink: Battle for Atlas Review - Endless Space,Good,7,Good (7-7.9)
PC,Armello Review - Nintendo Switch Update,Great,8,Great (8-8.9)
NS,Armello Review - Nintendo Switch Update,Great,8,Great (8-8.9)
3DS,Luigi's Mansion Review - Old Haunts,Good,7,Good (7-7.9)
PS4,The Missing Review - Lost And Found,Great,8,Great (8-8.9)
XONE,The Missing Review - Lost And Found,Great,8,Great (8-8.9)
PC,The Missing Review - Lost And Found,Great,8,Great (8-8.9)
NS,The Missing Review - Lost And Found,Great,8,Great (8-8.9)
XONE,Child of Light Review,Great,8,Great (8-8.9)
PS3,Child of Light Review,Great,8,Great (8-8.9)
NS,Child of Light Review,Great,8,Great (8-8.9)
PC,Chasm Review: The Battle Below,Great,8,Great (8-8.9)
PS4,Chasm Review: The Battle Below,Great,8,Great (8-8.9)
NS,Chasm Review: The Battle Below,Great,8,Great (8-8.9)
NS,Super Mario Party Review - Test Those Friendships,Good,7,Good (7-7.9)
PC,"World of Warcraft: Battle For Azeroth - Come One, Come All",Good,7,Good (7-7.9)
PC,My Memory of Us Review - War Has Changed,Mediocre,5,Mediocre (5-5.9)
PS4,My Memory of Us Review - War Has Changed,Mediocre,5,Mediocre (5-5.9)
XONE,My Memory of Us Review - War Has Changed,Mediocre,5,Mediocre (5-5.9)
NS,FIFA 19 Nintendo Switch Review - Offside,Mediocre,5,Mediocre (5-5.9)
PC,Pathfinder: Kingmaker Review - The Classics,Fair,6,Fair (6-6.9)
PS4,Assassin's Creed Odyssey Review - Glory Of Sparta,Great,8,Great (8-8.9)
XONE,Assassin's Creed Odyssey Review - Glory Of Sparta,Great,8,Great (8-8.9)
PC,Assassin's Creed Odyssey Review - Glory Of Sparta,Great,8,Great (8-8.9)
XONE,FIFA 19 Review - Golazo,Good,7,Good (7-7.9)
PS4,FIFA 19 Review - Golazo,Good,7,Good (7-7.9)
PC,"Forza Horizon 4 Review - Shifting Gears, Shifting Seasons",Superb,9,Excellent (9-10)
XONE,"Forza Horizon 4 Review - Shifting Gears, Shifting Seasons",Superb,9,Excellent (9-10)
PS4,Destiny 2: Forsaken Review - A Grindhouse,Great,8,Great (8-8.9)
PC,Destiny 2: Forsaken Review - A Grindhouse,Great,8,Great (8-8.9)
XONE,Destiny 2: Forsaken Review - A Grindhouse,Great,8,Great (8-8.9)
PC,Cities: Skylines Review - In The Zone,Great,8,Great (8-8.9)
NS,Cities: Skylines Review - In The Zone,Great,8,Great (8-8.9)
NS,Mega Man 11 Review - An Uneven Retro Romp,Good,7,Good (7-7.9)
XONE,Mega Man 11 Review - An Uneven Retro Romp,Good,7,Good (7-7.9)
PS4,Mega Man 11 Review - An Uneven Retro Romp,Good,7,Good (7-7.9)
NS,Freedom Planet Review -- Speedy Ambitions,Good,7,Good (7-7.9)
PS4,Fist Of The North Star: Lost Paradise Review - Be The Tough Boy,Great,8,Great (8-8.9)
PC,The Bard's Tale IV: Barrows Deep Review - Lament,Poor,4,Poor (4-4.9)
NS,Final Fantasy XV: Pocket Edition HD Review - Nintendo Switch,Good,7,Good (7-7.9)
XONE,Dragon Ball FighterZ Review: The Fast And The Furious,Superb,9,Excellent (9-10)
PS4,Dragon Ball FighterZ Review: The Fast And The Furious,Superb,9,Excellent (9-10)
NS,Dragon Ball FighterZ Review: The Fast And The Furious,Superb,9,Excellent (9-10)
PS4,PES 2019 Review,Superb,9,Excellent (9-10)
PS4,Telltale's The Walking Dead: The Final Season Episode 2 Review,Great,8,Great (8-8.9)
PC,Life Is Strange 2: Episode 1 Review - What Doesn't Kill Us,Superb,9,Excellent (9-10)
PS4,Life Is Strange 2: Episode 1 Review - What Doesn't Kill Us,Superb,9,Excellent (9-10)
XONE,Life Is Strange 2: Episode 1 Review - What Doesn't Kill Us,Superb,9,Excellent (9-10)
PS4,Transference Review - In Another World,Good,7,Good (7-7.9)
PC,Star Control: Origins Review - Space Oddity,Fair,6,Fair (6-6.9)
PC,Broken Sword 5: The Serpent's Curse Review,Great,8,Great (8-8.9)
NS,Broken Sword 5: The Serpent's Curse Review,Great,8,Great (8-8.9)
NS,The Gardens Between Review - Dance Among The Stars,Great,8,Great (8-8.9)
XONE,NHL 19 Review - A Barnburner,Great,8,Great (8-8.9)
PS4,NHL 19 Review - A Barnburner,Great,8,Great (8-8.9)
NS,Wasteland 2: Director's Cut Nintendo Switch Review,Great,8,Great (8-8.9)
PS4,Zone Of The Enders: The 2nd Runner - MARS Review,Mediocre,5,Mediocre (5-5.9)
PC,Undertale Review - Nintendo Switch Update,Superb,9,Excellent (9-10)
MAC,Undertale Review - Nintendo Switch Update,Superb,9,Excellent (9-10)
PS4,Undertale Review - Nintendo Switch Update,Superb,9,Excellent (9-10)
NS,Undertale Review - Nintendo Switch Update,Superb,9,Excellent (9-10)
NS,Nintendo Labo Vehicle Kit Review: The Most Fun Labo Yet,Good,7,Good (7-7.9)
PC,Lamplight City Review - Cold Case,Fair,6,Fair (6-6.9)
PC,Frozen Synapse 2 Review - Cool-Headed,Great,8,Great (8-8.9)
PS4,428: Shibuya Scramble Review - When Fates Collide,Great,8,Great (8-8.9)
PS4,"NBA 2K19 Review - Another Year, Another Baller",Good,7,Good (7-7.9)
PS4,Valkyria Chronicles 4 Review - Soar High,Great,8,Great (8-8.9)
XONE,Valkyria Chronicles 4 Review - Soar High,Great,8,Great (8-8.9)
PC,Valkyria Chronicles 4 Review - Soar High,Great,8,Great (8-8.9)
NS,Valkyria Chronicles 4 Review - Soar High,Great,8,Great (8-8.9)
PS4,Shadow Of The Tomb Raider Review - Guerilla Girl,Fair,6,Fair (6-6.9)
PC,Shadow Of The Tomb Raider Review - Guerilla Girl,Fair,6,Fair (6-6.9)
XONE,Shadow Of The Tomb Raider Review - Guerilla Girl,Fair,6,Fair (6-6.9)
PS4,NBA Live 19 Review - Dribbling Forward,Good,7,Good (7-7.9)
XONE,NBA Live 19 Review - Dribbling Forward,Good,7,Good (7-7.9)
PC,Two Point Hospital Review - Laughter Is The Best Medicine,Great,8,Great (8-8.9)
PS4,Marvel's Spider-Man PS4 Review: Amazing Fantasy,Superb,9,Excellent (9-10)
XONE,Strange Brigade Review - Co-op With Style,Good,7,Good (7-7.9)
NS,Planet Alpha Review: A Beautiful Planet,Good,7,Good (7-7.9)
PC,Donut County Review: Pit Falls,Fair,6,Fair (6-6.9)
NS,Little Dragons Cafe Review - Dragging On,Fair,6,Fair (6-6.9)
PC,Into The Breach Review: A Mechanized Masterpiece,Superb,9,Excellent (9-10)
NS,Into The Breach Review: A Mechanized Masterpiece,Superb,9,Excellent (9-10)
